name,lat,lng,type,state,district,code
Kalsur,14.8872972,75.4011491,train_station,,,KVS
Baradwar,22.011794,82.8127168,train_station,,,BUA
Savanur,14.9630481,75.4070173,train_station,,,SVNR
Yalavigi,15.0338879,75.4109841,train_station,,,YLG
Kargi Road,22.2975646,82.0265105,train_station,,,KGB
Belgahna,22.4312407,82.0324464,train_station,,,BIG
Saunshi,15.2033507,75.3005792,train_station,,,SNH
Hubballi South,15.3332215,75.175436,train_station,,,SUBL
Unkal,15.3741297,75.1246719,train_station,,,UNK
Amargol,15.4113287,75.0981742,train_station,,,AGL
Kyarakoppa,15.4551258,74.9558211,train_station,,,KRKP
Kambarganvi,15.4633718,74.8294122,train_station,,,KBI
Kashanatti,15.439419,74.7835553,train_station,,,KHST
Jamga,21.8750733,83.5644515,train_station,,,JMG
Tavargatti,15.4145725,74.6625227,train_station,,,TVG
Nagargali,15.4234498,74.6213086,train_station,,,NAG
Devarayi,15.4537123,74.5768179,train_station,,,DEV
Shivathan,15.4780814,74.522768,train_station,,,SVTN
Gunji,15.5437511,74.4803525,train_station,,,GNJ
Karpurigram,25.8697447,85.7249543,train_station,,,KPGM
Khudiram Bose Pusa,25.9067242,85.6722055,train_station,,,KRBP
Suldhal,16.0023177,74.6781089,train_station,,,SUL
Gokak Road,16.2053739,74.7390834,train_station,,,GKK
Chinchli,16.5658466,74.8534502,train_station,,,CNC
Shedbal,16.7202607,74.7524628,train_station,,,SED
Vijayanagar,16.778109,74.6968655,train_station,,,VJR
Tihi,22.6189995,75.7339334,train_station,,,TIHI
Tippasandra,13.0551506,77.1187579,train_station,,,TASA
Hirisave,12.9471671,76.5745378,train_station,,,HISE
Samudhravalli,12.9427962,76.3174321,train_station,,,DSVS
Avuladatla,14.6897588,76.9740174,train_station,,,ALAT
Kalyanadurga,14.569202,77.119481,train_station,,,KYND
Kadiridevarapalli,14.4149083,77.1947674,train_station,,,KRYP
Bellenahalli,13.7425903,75.7755906,train_station,,,BNHL
Shimoga Bidare,13.9038334,75.6407153,train_station,,,BEI
Kumsi,14.0567125,75.4094498,train_station,,,KMSI
Navalgund Road,15.435078,75.3547149,train_station,,,NVD
Kondikoppa,15.4309771,75.4725734,train_station,,,KNKP
Binkadakatti,15.4366971,75.5960923,train_station,,,BKIT
Kanginhal,15.448401,75.7195787,train_station,,,KGX
Sompur Road,15.4217137,75.8736581,train_station,,,SOQ
Ukshi,17.1301992,73.4568767,train_station,,,UKC
Titabar,26.6025309,94.2012161,train_station,,,TTB
Lataguri,26.7056042,88.7698155,train_station,,,LTG
Daurala,29.1239388,77.707651,train_station,,,DRLA
New Domohani,26.5694911,88.7858917,train_station,,,NQH
Madarihat,26.6943351,89.2747529,train_station,,,MDT
Arvi,20.9928709,78.223256,train_station,,,ARVI
Rohna,20.8489629,78.3292273,train_station,,,RHO
Warud Orange City,21.4586119,78.2758253,train_station,,,WOC
Kariganuru,15.2515098,76.4333246,train_station,,,KGW
Bayaluvaddigeri,15.2299894,76.535912,train_station,,,BYO
Kaladehi,22.8820854,79.8349335,train_station,,,KDHI
Devri P.H.,22.8413006,79.8336954,train_station,,,DRPH
Sukrimangela,22.9071106,79.8346206,train_station,,,SOY
Gwarighat,23.1099932,79.9377557,train_station,,,GRG
Ghunsore,22.6556304,79.9545903,train_station,,,GNS
Nidhani,22.6077911,79.982121,train_station,,,NDNI
Bargi,22.9939898,79.872322,train_station,,,BUQ
Shikara,22.800178,79.85713,train_station,,,SKY
Chiraidongri,22.4112801,80.287392,train_station,,,CID
New Delhi,28.6419258,77.2217499,train_station,,,NDLS
Kudatini,15.214703,76.7633856,train_station,,,KDN
Ballari Junction,15.1455319,76.9235821,train_station,,,BAY
Obalapuram,15.0319463,76.8527128,train_station,,,OBM
Haddinagundu,15.1529042,76.9827935,train_station,,,HDD
Hombala,15.5223437,75.5776487,train_station,,,HBL
Bah,26.8660157,78.6175908,train_station,,,HAB
Kiratpur,27.1510468,78.9829523,train_station,,,KAPU
Saifai,26.9639485,78.9516065,train_station,,,SIPI
Phoop,26.6558416,78.8816544,train_station,,,PHOP
Panchdeori Halt,26.5669238,84.1706716,train_station,,,PCDR
Salempur Junction,26.2978301,83.9235875,train_station,,,SRU
Jadarama Kunti,16.2823129,75.837433,train_station,,,JRKT
Kudala Sangama,16.3075995,75.892666,train_station,,,KSAR
Benal,16.3846617,75.8816448,train_station,,,BENL
Wandal,16.4164627,75.8645412,train_station,,,WDL
Mulvad,16.6203342,75.7469923,train_station,,,MVD
Jumnal,16.721894,75.7141891,train_station,,,JML
Lachyan,17.2789625,75.9713756,train_station,,,LHN
Tadwal,17.39303,75.9760337,train_station,,,TVL
Sulikeri,16.122787,75.6508601,train_station,,,SIKI
Kajjidoni,16.164278,75.4680255,train_station,,,KJDI
Budagumpa,15.3957344,76.2971916,train_station,,,BDGU
Chikkabenakal,15.4286036,76.442833,train_station,,,CKBK
Jabbalagudda,15.4245005,76.3685975,train_station,,,JBGD
Vyasanakere,15.2311866,76.3644203,train_station,,,VYS
Vyasa Colony Junction,15.1868926,76.3835082,train_station,,,VC
Teligi,14.65944,75.8977441,train_station,,,TLGI
Ramgad,15.1170587,76.4492328,train_station,,,RMGD
Sanjuje-Da-Areyal,15.2656748,74.0108004,train_station,,,SJDA
Majorda Junction,15.3137925,73.9219348,train_station,,,MJO
Sankaval,15.370853,73.8681586,train_station,,,SKVL
Kalchini,26.6877066,89.4483963,train_station,,,KCF
Kaurara,27.0287828,78.6648072,train_station,,,KAA
Train Station,27.2540543,83.3787989,train_station,,,LIR
Basbari,26.1911942,89.901896,train_station,,,BSI
Moterjhar,26.1385693,89.8704977,train_station,,,MTJR
Bihara,24.9528855,92.644809,train_station,,,BHZ
Damchara,25.0112027,92.7437023,train_station,,,DCA
Bandarkhal,25.0584956,92.8012197,train_station,,,BXK
Vangaichungpao,24.757964,93.1797527,train_station,,,VNGP
Pencharthal,24.1959036,92.1090201,train_station,,,PEC
Nalkata,24.0627242,92.0007953,train_station,,,NLKT
Manu,23.9878937,91.9990031,train_station,,,MANU
SK Para,23.976048,91.9692832,train_station,,,SKAP
Bishramganj,23.5984072,91.3591951,train_station,,,BHRM
Jolaibari,23.1901429,91.5967894,train_station,,,JIBI
Belonia,23.2479453,91.4844914,train_station,,,BENA
New Harangajao,25.1126333,92.868281,train_station,,,NHGJ
Jatinga Lampur,25.1109302,92.9496194,train_station,,,JGLP
Mahur,25.1856262,93.1050391,train_station,,,MXR
Migrendisa,25.1751762,93.0658254,train_station,,,MGE
Maibang,25.3048267,93.1358671,train_station,,,MBG
Sukritipur,24.9005164,92.5771557,train_station,,,SQF
Imli,25.5555098,86.3029513,train_station,,,IMLI
Olapur,25.51663,86.3697846,train_station,,,OLP
Bangain,27.2720724,81.8784015,train_station,,,BGAN
Ganga Dham,27.2047931,81.933567,train_station,,,GADM
Trilokpur,27.5066725,82.7090288,train_station,,,TPB
Gokhula,27.0688329,84.5418619,train_station,,,GKA
Marajdwa,27.0429643,84.6077027,train_station,,,MRJD
Surajgarh,28.297926,75.7311124,train_station,,,SRGH
Carmelaram,12.9073815,77.7058349,train_station,,,CRLM
Deedwana,26.6106374,76.3147921,train_station,,,DDWNA
Araniya Kalan Salempura,26.6470633,76.3119275,train_station,,,AKSMP
Baniyana,26.8230027,76.2967306,train_station,,,BNYNA
Runija,23.1663555,75.2711142,train_station,,,RNJ
Gautampura Road,23.0267776,75.5287674,train_station,,,GPX
Ajnod,22.9314205,75.7383947,train_station,,,AJN
Venkatachalam Road Junction,14.2939959,79.9334048,train_station,,,VRJN
Nidiguntapalem,14.2644272,80.0059807,train_station,,,NGPM
Krishnapatnam,14.2592415,80.0564758,train_station,,,KAPT
Kopai,23.7526937,87.6897944,train_station,,,KPLE
Takipur Halt,22.8655545,87.927741,train_station,,,TKPH
Potlapadu,15.8735571,79.5253361,train_station,,,POO
Yadavalli,15.4081185,78.9903521,train_station,,,YADA
Charhi,23.8419527,85.4415588,train_station,,,CHRI
Nandipalli,15.4528475,78.5339991,train_station,,,NDPL
Jenapur Road,20.0182016,85.7863296,train_station,,,JPRD
Rajsunakhala,20.1646345,85.3440493,train_station,,,RSKA
Kadethan,18.4779352,74.4224221,train_station,,,KDTN
Patas,18.4734171,74.4710129,train_station,,,PAA
Malikpeth,17.8763222,75.6350326,train_station,,,MKPT
Angar,17.9284359,75.6079316,train_station,,,AAG
Vakav,17.9800648,75.5885499,train_station,,,WKA
Madha,18.0301719,75.5464219,train_station,,,MA
Wadsinge,18.0665657,75.4889488,train_station,,,WDS
Bhigwan,18.3173026,74.7745532,train_station,,,BGVN
Malthan,18.369051,74.724294,train_station,,,MLM
Boribial,18.4079309,74.6490189,train_station,,,BRB
Daund Junction,18.4639145,74.5793013,train_station,,,DD
Dhavlas,18.1295488,75.3343677,train_station,,,DHS
Bhalwani,18.2106663,75.207231,train_station,,,BLNI
Pophlaj,18.2914811,75.0979954,train_station,,,PPJ
Washimbe,18.2803212,75.0162578,train_station,,,WSB
Parewadi,18.2900591,74.9525163,train_station,,,PRWD
Bale,17.6763069,75.8456129,train_station,,,BALE
Pakni,17.7253954,75.7790029,train_station,,,PK
Mundhewadi,17.7419957,75.7062882,train_station,,,MVE
Mohol,17.8045662,75.6761992,train_station,,,MO
Tilati,17.5289715,76.0359505,train_station,,,TLT
Taj Sultanpur,17.3821029,76.8307251,train_station,,,TJSP
Bablad,17.3368349,76.7793374,train_station,,,BBD
Savalgi,17.3396908,76.710754,train_station,,,SVG
Hunsi Hadgil,17.352794,76.6467619,train_station,,,HHD
Boroti,17.3949879,76.255269,train_station,,,BOT
Nagansur,17.4287931,76.1831927,train_station,,,NGS
Malatipatpur,19.8657782,85.8314557,train_station,,,MLT
Martur,17.199742,76.9022155,train_station,,,MR
Madduru,15.4430384,78.379209,train_station,,,MADU
Koilakuntla,15.2212225,78.3072118,train_station,,,KLKA
Sanjamala,15.1574905,78.3157448,train_station,,,SJMA
Nossam,14.9794552,78.3965122,train_station,,,NOSM
S. Uppalapadu,14.9065969,78.3871576,train_station,,,SUPP
Valha,18.183283,74.1604193,train_station,,,WLH
Surawadi,18.0200616,74.3349458,train_station,,,SRD
Taradgaon,18.0364462,74.2540182,train_station,,,TDG
Wathar,17.8913345,74.1365984,train_station,,,WTR
Salpa,17.9630225,74.1712824,train_station,,,SLP
Adarki,17.9222092,74.1927629,train_station,,,AKI
Shenoli,17.2011706,74.2520559,train_station,,,SNE
Masur,17.4051415,74.1447937,train_station,,,MSR
Rahimatpur,17.6122762,74.172551,train_station,,,RMP
Jarandeswar,17.7505703,74.0771042,train_station,,,JSV
Koregaon,17.6919946,74.1490683,train_station,,,KRG
Amnapur,17.0464083,74.4641905,train_station,,,ANQ
Bhilawadi,17.0080619,74.5155173,train_station,,,BVQ
Madhavnagar,16.8864591,74.5755071,train_station,,,MDVR
Nandre,16.9634543,74.5585564,train_station,,,NDE
Kirloskarvadi,17.0832291,74.4172371,train_station,,,KOV
Nimshirgaon Tamdalge,16.7630161,74.471782,train_station,,,NMGT
Valivade,16.7041544,74.2994847,train_station,,,VV
Rukadi,16.7254247,74.3585898,train_station,,,RKD
Shirsai,18.3147616,74.5783322,train_station,,,SSI
Jite,18.8200931,73.0868155,train_station,,,JITE
Bhubaneswar New,20.3815145,85.8354476,train_station,,,BBSN
Domohani,26.5791556,88.7696117,train_station,,,DOI
Oodlabari,26.8669367,88.6244478,train_station,,,ODB
Sajerpar,26.4221632,89.35285,train_station,,,SJRR
Pundibari,26.4131624,89.3940622,train_station,,,PQZ
Altagram,26.6106492,88.9432231,train_station,,,ATM
Nayar Hat,26.4307994,89.1301381,train_station,,,NYRH
Jamaldah - Gopalpur,26.4556113,89.0433419,train_station,,,JDGP
Carron,26.879957,88.9705051,train_station,,,CRX
Sapat Gram,26.3343959,90.1096058,train_station,,,SPX
Tipkai,26.2872972,90.0323274,train_station,,,TPK
Agomoni,26.2779157,89.7659102,train_station,,,AGMN
Bidyadabri,26.2114291,89.7822905,train_station,,,BDYR
Mancheswar,20.3223078,85.8449016,train_station,,,MCS
Hamarapur,18.7839356,73.0792002,train_station,,,HMRR
Pen,18.735385,73.0868161,train_station,,,PEN
Kasu,18.6413721,73.0793081,train_station,,,KASU
Nidi,18.4741031,73.1073063,train_station,,,NIDI
Indapur,18.2990452,73.2446587,train_station,,,INP
Kamathe,17.4778541,73.5159247,train_station,,,KMAH
Anjani,17.6210548,73.3997311,train_station,,,ANO
Diwankhavati,17.8551345,73.4181212,train_station,,,DWV
Vinhere,17.9148403,73.3836239,train_station,,,VINH
Vaibhavwadi Road,16.5123066,73.7079427,train_station,,,VBW
Rajapur Road,16.635634,73.6267989,train_station,,,RAJP
Vilavade,16.7856781,73.6191607,train_station,,,VID
Nivasar,16.9472452,73.454825,train_station,,,NIV
Bhoke,17.0489169,73.3810736,train_station,,,BOKE
Sindhudurg,16.1121887,73.6798546,train_station,,,SNDD
Chautara,26.4028612,90.0845726,train_station,,,CROA
Srirampur Assam,26.4274307,89.9048996,train_station,,,SRPB
Dewanhat,26.2356445,89.4826716,train_station,,,DWT
Singra,25.9851361,91.1413068,train_station,,,SNGA
Dhupdhara,25.9810637,91.0479766,train_station,,,DPRA
Rangjuli,25.9882873,90.9559473,train_station,,,RGJI
Nolbari,25.9533226,90.7132852,train_station,,,NOLB
Majgaon Assam,26.4150746,90.5827019,train_station,,,MZQ
Belsiri Halt,26.8002592,92.5148097,train_station,,,BLRE
Agthori,26.198642,91.6860097,train_station,,,AGT
Vadarlapadu,16.5594875,81.2340913,train_station,,,VAU
Alapadu,16.5781517,81.3218291,train_station,,,AAU
Rahama,20.2983235,86.404877,train_station,,,RHMA
Badabandha,20.2771315,86.5203906,train_station,,,BDBA
Gorakhnath,20.3084823,86.2604737,train_station,,,GRKN
Raghunathpur,20.3519157,86.1499006,train_station,,,RCTC
Archipathar,27.6557446,94.7797716,train_station,,,ACPR
Sripani,27.558656,94.6325719,train_station,,,SRPN
Bordoloni,27.4233618,94.4379455,train_station,,,BDLN
Helem,26.8729733,93.4528023,train_station,,,HML
Sarpavaram,17.0065203,82.2028747,train_station,,,SPVM
Ramachandrapuram,16.8365297,82.0412285,train_station,,,RBCS
Kotipalli,16.7098536,82.0438696,train_station,,,KPLH
Loliem,14.9395127,74.0879945,train_station,,,LOL
Javale,17.2994419,75.1586388,train_station,,,JVA
Langarpeth,17.0839794,74.9666635,train_station,,,LNP
Gulvanchi,17.172758,75.0561784,train_station,,,GLV
Masoba Dongargaon,17.2698256,75.138651,train_station,,,MSDG
Wasud,17.3777783,75.1480747,train_station,,,WSD
Bohali,17.5888791,75.2744818,train_station,,,BHLI
Babhulgaon,17.7626655,75.3749101,train_station,,,BBV
Ashti,17.8453478,75.4032647,train_station,,,AHI
Laul,18.0339145,75.3953489,train_station,,,LAUL
Kawathe Mahankal,16.9933838,74.9364636,train_station,,,KVK
Bolwad,16.8165586,74.6849581,train_station,,,BLWD
Baliakheri,29.928392,77.6336449,train_station,,,BAE
Ahmadnagar,19.074352,74.7219979,train_station,,,ANG
Narayandoh,19.021468,74.8010877,train_station,,,NYDO
Akolner,18.9839331,74.6683185,train_station,,,AKR
Kashti,18.5242967,74.5987795,train_station,,,KSTH
Belvandi,18.710759,74.6225824,train_station,,,BWD
Shrigonda Road,18.5987916,74.6419377,train_station,,,SGND
Nipani Vadgaon,19.5879874,74.7045333,train_station,,,NPW
Vilad,19.1985481,74.6746704,train_station,,,VL
Chitali,19.691104,74.6236509,train_station,,,CIT
Yeola,20.0226326,74.4962262,train_station,,,YL
Sanvatsar,19.8837511,74.5605457,train_station,,,SNVR
Kanhegaon,19.8168117,74.5715374,train_station,,,KNGN
Manmad Junction,20.2501817,74.439395,train_station,,,
Ankaikila,20.1828402,74.4377106,train_station,,,
Kherwadi,20.0468553,73.9739184,train_station,,,KW
Ugaon,20.1234702,74.1396874,train_station,,,UGN
Summit,20.2115322,74.3439352,train_station,,,SUM
Devlali,19.8965492,73.8367402,train_station,,,DVL
Bebejia,26.2985369,92.6271299,train_station,,,BEE
Phulaguri,26.267398,92.5867626,train_station,,,PUY
Dharamtul,26.1882989,92.3653087,train_station,,,DML
Aujari,26.1448057,92.267003,train_station,,,AJRE
Barahu,26.1163496,92.139464,train_station,,,BRHU
Kamrup Khetri,26.1272108,92.0833817,train_station,,,KKET
Digaru,26.1535793,91.9787595,train_station,,,DGU
Panbari,26.1999813,91.9775417,train_station,,,PNB
Panikhaiti,26.2116095,91.8752959,train_station,,,PHI
New Guwahati,26.1818507,91.7942583,train_station,,,NGC
Galan,20.609212,75.2768934,train_station,,,GAA
Nagardevla,20.6033221,75.1984334,train_station,,,NGD
Kajgaon,20.5736247,75.140686,train_station,,,KJ
Vaghli,20.5178506,75.0684267,train_station,,,VGL
Bhoras Budrukh,20.5209159,75.0131382,train_station,,,BFJ
Hirapur,20.4245194,74.9366176,train_station,,,HPR
Panjhan,20.2750721,74.6109867,train_station,,,PJN
Hisvahal,20.2811784,74.560309,train_station,,,HSL
Panewadi,20.2625105,74.4835264,train_station,,,PNV
Rohini,20.3711316,74.87468,train_station,,,RHNE
Naydongri,20.3492845,74.8374188,train_station,,,NI
Pimpar Khed,20.307474,74.7563516,train_station,,,PKE
Mhasavad,20.8706567,75.4586828,train_station,,,MWD
Maheji,20.7691355,75.4244792,train_station,,,MYJ
Pardhade,20.7298415,75.3771919,train_station,,,PHQ
Shirsoli,20.9346269,75.5088615,train_station,,,SS
Bargaon Gujar,21.7771555,76.3554311,train_station,,,BRGJ
Bagmar,21.7251534,76.3632524,train_station,,,BMA
Kohdad,21.68471,76.3645184,train_station,,,KDK
Dongargaon,21.6200653,76.3707733,train_station,,,DGN
Sagphata,21.5567099,76.3924339,train_station,,,SXA
Mandwa,21.515839,76.391775,train_station,,,MWA
Nepanagar,21.4641072,76.3968819,train_station,,,NPNR
Chandni,21.4260254,76.3486612,train_station,,,CDI
Asirgarh Road,21.3780681,76.2674814,train_station,,,AGQ
Waghoda,21.2793798,76.1206225,train_station,,,WGA
Raver,21.2222313,76.0444182,train_station,,,RV
Nimbhora,21.1605208,75.97467,train_station,,,NB
Duskheda,21.0735982,75.8392346,train_station,,,DSK
Charkheda Khurd,21.9386692,76.6414592,train_station,,,CKKD
Dagarkhedi,22.0815595,76.8269443,train_station,,,DRHI
Barud,22.0282255,76.7637491,train_station,,,BRUD
Dulariya,22.5757565,77.6545268,train_station,,,DRA
Khutwansa,22.548322,77.6077974,train_station,,,KTZ
Palasner,22.2986014,77.0425004,train_station,,,PAL
Masangaon,22.2671007,76.9968487,train_station,,,MUO
Kurawan,22.2053355,76.9046187,train_station,,,KRO
Lokmanya Tilak Terminus,19.0694658,72.8919779,train_station,,,LTT
Itayakalan,23.0553519,77.5409924,train_station,,,ITKL
Choka,22.8639234,77.6380194,train_station,,,CHQ
Midghat,22.8250952,77.6505207,train_station,,,MIG
Choral,22.4496338,75.9456731,train_station,,,CRL
Kalakund,22.4776771,75.8598337,train_station,,,KKD
Lodhma,23.2238491,85.2000716,train_station,,,LOM
Paldhi,21.0223316,75.4607319,train_station,,,PLD
Dharangaon,21.0061881,75.2863345,train_station,,,DXG
Varkhedi,20.6575236,75.443917,train_station,,,VRKD
Pimpalgaon,20.6278802,75.5162536,train_station,,,PMGN
Shendurni,20.6574319,75.5974594,train_station,,,SDRN
Bhagdara,20.7367289,75.7506113,train_station,,,BGR
Dhekvad,21.353579,74.1622424,train_station,,,DWD
Bhadwad,21.3248283,74.1036308,train_station,,,BAWD
Khatgaon,21.252732,73.9842081,train_station,,,KHTG
Kolde,21.1613562,73.867988,train_station,,,KFF
Train Station,21.1668641,73.8233399,train_station,,,
Navapur,21.1666239,73.7725174,train_station,,,NWU
Bhadbhunja,21.1627419,73.664993,train_station,,,BBAI
Lakkadkot,21.1614312,73.6182421,train_station,,,LKKD
Lotarva,21.132663,73.3179688,train_station,,,LTV
Kaher,21.1364408,73.2941508,train_station,,,KRAI
Timbarva,21.1518908,73.167572,train_station,,,TBV
Gangadhara,21.1403084,73.0466366,train_station,,,GGAR
Chalthan,21.157369,72.9563212,train_station,,,CHM
Niyol,21.1602786,72.9031608,train_station,,,NOL
Takarkhede,21.0358058,75.1644337,train_station,,,TKHE
Amalner,21.0493189,75.0573385,train_station,,,AN
Bhortex,21.0989095,75.0037265,train_station,,,BRTK
Padse,21.1277494,74.9343538,train_station,,,PDP
Nardana,21.1780424,74.8284356,train_station,,,NDN
Sindkheda,21.2443624,74.723972,train_station,,,SNK
Vikhran Road,21.2953523,74.6296978,train_station,,,VKH
Ranala,21.3781131,74.4586802,train_station,,,RNL
Tisi,21.3828536,74.3681073,train_station,,,TISI
Chaupale,21.3754968,74.2938866,train_station,,,CUE
Chavalkhede,21.0244898,75.351078,train_station,,,CHLK
Vavadi Khurd,22.7889172,73.5422444,train_station,,,VKG
Tuwa,22.8003362,73.4661018,train_station,,,TUWA
Tulsigam,22.772816,73.3856114,train_station,,,TUM
Angadi,22.8076303,73.2861417,train_station,,,AGCI
Thasra,22.7977449,73.2207334,train_station,,,TAS
Od,22.6571161,73.0849063,train_station,,,OD
Bakrol,22.5878928,73.4190351,train_station,,,BKRL
Jarod,22.4413467,73.3380845,train_station,,,JD
Dhamarda,22.8538185,74.303863,train_station,,,DHMA
Rentiya,22.8631017,74.2106241,train_station,,,RET
Jekot,22.8658944,74.1596514,train_station,,,JKT
Usra,22.8489739,74.1035074,train_station,,,USRA
Mangal Mahudi,22.8384958,74.0578804,train_station,,,MAM
Limkheda,22.834878,73.9846526,train_station,,,LMK
Sant Road,22.7956184,73.8014424,train_station,,,SAT
Chanchelav,22.7964146,73.7142384,train_station,,,CCL
Kansudhi,22.7889518,73.647328,train_station,,,KIZ
Saket,28.521168,77.2022237,train_station,,,SAKT
Panch Piplia,23.0326826,74.6667391,train_station,,,PCN
Bajrangarh,22.9880419,74.6437794,train_station,,,BJG
Thandla Road,22.963066,74.5893252,train_station,,,THDR
Nahargarh,22.8723496,74.498849,train_station,,,NRH
Dr. Radhakrishna Nagar,23.3098922,75.0064569,train_station,,,DRRN
Morwani,23.2760326,74.9781758,train_station,,,MRN
Bildi,23.2251382,74.9182418,train_station,,,BILD
Raoti,23.183751,74.8795092,train_station,,,RTI
Bhairongarh,23.1450954,74.776758,train_station,,,BOG
Amargarh,23.062727,74.7374314,train_station,,,AGR
Palia,22.830363,75.7994854,train_station,,,PLA
Chintaman Ganesh,23.1460698,75.740831,train_station,,,CNN
Naikheri,23.2007044,75.6827331,train_station,,,NKI
Aslaoda,23.2309256,75.6079531,train_station,,,ASL
Palsora Makrawan,23.2602676,75.5313599,train_station,,,PSO
Unhel,23.3146414,75.4751033,train_station,,,UNL
Piploda Bagla,23.3616899,75.4292804,train_station,,,PPG
Berawanya,23.4666368,75.3365403,train_station,,,BRNA
Khachrod,23.4425475,75.2863777,train_station,,,KUH
Runkhera,23.4143977,75.1892978,train_station,,,RNH
Sakegaon,21.0297537,75.7449644,train_station,,,SQV
Bhirangi,22.2387511,76.9570271,train_station,,,BRI
Nishatpura,23.2877133,77.4253397,train_station,,,NSZ
Kurwai Kethora,24.1183085,78.1156776,train_station,,,KIKA
Daulta,24.9948937,78.4288701,train_station,,,DLA
Burhpura,25.1994918,78.423386,train_station,,,BPW
Remount Road,22.5259855,88.3167075,train_station,,,RMTR
Majherhat,22.5190536,88.3221307,train_station,,,MJT
Simariatal,25.9216715,78.3038826,train_station,,,SMTL
Sandalpur,26.0829395,78.2034271,train_station,,,SLV
Deulti,22.4533543,87.9146643,train_station,,,DTE
Bagnan,22.4625633,87.970121,train_station,,,BZN
Kulgachia,22.472091,88.0205997,train_station,,,KGY
Nimpura,22.3257081,87.2653753,train_station,,,NMP
Jhargram,22.4544103,86.9981856,train_station,,,JGM
Sardiha,22.3812698,87.1237868,train_station,,,SUA
Khemasuli,22.3384308,87.1851289,train_station,,,KSO
Asanboni,22.7054089,86.3213825,train_station,,,ASB
Galudih,22.6480073,86.4115668,train_station,,,GUD
Ghatsila,22.5859699,86.4791554,train_station,,,GTS
Dalbhumgarh,22.5055991,86.5529644,train_station,,,DVM
Gher,26.6718651,77.9480984,train_station,,,GHER
Runkuta,27.2229573,77.8986074,train_station,,,RNKA
Kitham,27.2540054,77.8174815,train_station,,,KXM
Deen Dayal Dham,27.3185696,77.7583033,train_station,,,DDDM
Farah,27.3346003,77.7442125,train_station,,,FAR
Baad,27.3970907,77.6882134,train_station,,,BAD
Vrindaban Road,27.5556517,77.6237707,train_station,,,VRBD
Ajhai,27.6362485,77.5580947,train_station,,,AJH
Chata,27.7124156,77.5026528,train_station,,,CHJ
Kosi Kalan,27.78804,77.4458072,train_station,,,KSV
Banchari,27.9456778,77.3632154,train_station,,,BNCR
Sholaka,27.9739834,77.3608997,train_station,,,SHLK
Rundhi,28.067705,77.3511981,train_station,,,RDE
Magardoh,22.2455699,77.8942027,train_station,,,MGRD
Jamuawan,24.81443,85.2936946,train_station,,,JMN
Latehar,23.725346,84.4679109,train_station,,,LTHR
Hathbandh,21.6313892,81.8458061,train_station,,,HN
Barwadih Junction,23.8438267,84.1159994,train_station,,,BRWD
Majlis Park,28.7244312,77.181964,train_station,,,MKPR
Vinobapuri,28.565871,77.2492973,train_station,,,VNPR
Mayur Vihar - I (Pink Line),28.6036425,77.2909319,train_station,,,MVP1
Mayur Vihar Pocket 1,28.6058619,77.2987023,train_station,,,
Sarai Kale Khan - Nizamuddin,28.5887494,77.2572494,train_station,,,NIZM
Ashram,28.5724231,77.2585979,train_station,,,AHRM
Dhulghat,21.2958057,76.7499408,train_station,,,DGT
Wan Road,21.2149203,76.8207056,train_station,,,WND
Patsul,21.0036967,77.0384763,train_station,,,PTZ
Shivni Shivapur,20.6757461,77.0481375,train_station,,,SVW
Barsitakli,20.5760223,77.0612091,train_station,,,BSQ
Lohagad,20.4680386,77.0790219,train_station,,,LHD
Amanwadi,20.3664418,77.0741838,train_station,,,AMW
Jaulka,20.2848376,77.0752782,train_station,,,JUK
Kata Road,20.1855922,77.112041,train_station,,,KXX
Kekatumar,20.0256651,77.1033457,train_station,,,KKG
Penganga,19.9671932,77.1197366,train_station,,,PGG
Kannargoan Naka,19.9437114,77.147066,train_station,,,KNRG
Malsailu,19.8676894,77.1228625,train_station,,,MLSU
Navalgaon,19.7985458,77.123105,train_station,,,NVLN
Dhamni,19.6490289,77.1783399,train_station,,,DNE
Nandapur,19.5943428,77.2372812,train_station,,,NDPR
Bolda,19.5517469,77.2731456,train_station,,,BLC
Sirli,19.508731,77.2125472,train_station,,,SIF
Marsul,19.2342816,77.099082,train_station,,,MRV
Chondi,19.4307588,77.1557383,train_station,,,CWI
Kunki,22.875765,86.0672512,train_station,,,KZU
Kala-Akhar,22.3950799,77.8183071,train_station,,,KQE
Dhodramohar,22.2812468,77.8748044,train_station,,,DOH
Kharkhauda,28.8416711,77.7361143,train_station,,,KXK
Partapur,28.9213421,77.6470522,train_station,,,PRTP
Barsali,21.910178,78.0313949,train_station,,,BYS
Jaulkhera,21.8603537,78.1997759,train_station,,,JKR
Hatanpur,21.7564637,78.348076,train_station,,,HTN
Gudankhapa,21.6563617,78.3984859,train_station,,,GDKP
Teegaon,21.6375858,78.4603095,train_station,,,TEO
Darimeta,21.5367966,78.5404953,train_station,,,DDMT
Tinkheda,21.4077016,78.5234967,train_station,,,TNH
Metpanjra,21.2729792,78.6755625,train_station,,,MER
Sonkhamb,21.2764003,78.7365593,train_station,,,SNKB
Kalmeshwar,21.2295891,78.9152033,train_station,,,KSWR
Kohli,21.2735481,78.8078808,train_station,,,KOHL
Bharatwada,21.2314215,79.0167127,train_station,,,BWRA
Godhani,21.2115803,79.0686347,train_station,,,GNQ
