name,lat,lng,type,state,district,phone
Life Voluntary Blood Bank,17.4930355,78.3977146,blood_bank,Telangana,Hyderabad,04023059222; 04023159222
Ram Hospital's Blood Bank,17.5161381,78.4476989,blood_bank,Telangana,Hyderabad,4023095758
Janani Voluntary Blood Bank,17.4911424,78.3981988,blood_bank,Telangana,Hyderabad,04023150496
Prathima Institute of Medical Science's Blood Bank,18.4983502,79.1511257,blood_bank,Telangana,Karimnagar,08782216500; 08782216555; 08782216380/81
Sri Balaji Blood Bank (A Unit of Sri Balaji Educational Society),17.37538,78.4972186,blood_bank,Telangana,Hyderabad,4064522466
Aster Prime Hospital's Blood Bank,17.437296,78.4462318,blood_bank,Telangana,Hyderabad,4044569973
Kamineni Hospital's Blood Bank,17.3516496,78.5558456,blood_bank,Telangana,Hyderabad,
M.N.R.Blood Bank,17.6223545,78.1270207,blood_bank,Telangana,Medak,
Military Hospital's Blood Bank,17.4722492,78.5169737,blood_bank,Telangana,Hyderabad,4027886559
Sunshine Hospital's Blood Bank,17.441151,78.4870389,blood_bank,Telangana,Hyderabad,04064643345;04043444546
Dr. V.R.K. Hospital's Blood Bank,17.3525892,78.3344266,blood_bank,Telangana,Ranga Reddy,8413235074
Apollo Hospital's Blood Bank,17.4145161,78.4119666,blood_bank,Telangana,Hyderabad,04023607777; Extn:2604
Indian Red Cross Society Blood Bank,17.4050677,78.5086977,blood_bank,Telangana,Hyderabad,4027633087
"Indian Red Cross Society, Blood Bank (Siddipet)",18.0988122,78.841466,blood_bank,Telangana,Siddipet,
Rajiv Gandhi Institute of Medical Science's Blood Bank,19.6628912,78.5252979,blood_bank,Telangana,Adilabad,8732224108
Government Mahatma Gandhi Memorial Hospital's Blood Bank,17.989684,79.5931886,blood_bank,Telangana,Warangal,
Citizens Speciality Hospital's Blood Bank,17.4706002,78.3113542,blood_bank,Telangana,Hyderabad,04067191919; 04067192580 Extn:2581/2582
South Central Railway's Hospital,17.4376574,78.5221028,blood_bank,Telangana,Hyderabad,4027789173
Osmania General Hospital's Blood Bank,17.3728426,78.4740262,blood_bank,Telangana,Hyderabad,4024600146
BBR Super Speciality Hospital's Blood Bank,17.4642052,78.4571403,blood_bank,Telangana,Hyderabad,04023773333;04023778800
Care Hospital's Blood Bank,17.3853799,78.4747083,blood_bank,Telangana,Hyderabad,4030417445
Singareni Collieries Co. Ltd's Blood Bank,17.9370537,80.7985599,blood_bank,Telangana,Khammam,
Mahavir Hospital's Blood Bank,17.4036094,78.4570478,blood_bank,Telangana,Hyderabad,4023497377
Apollo DRDO Hospital's Blood Bank,17.3425276,78.507126,blood_bank,Telangana,Hyderabad,4024342222
New Life Educational Society's Blood Bank,17.3751081,78.4845451,blood_bank,Telangana,Hyderabad,04024575757; 04064558864
Sai Prasad Orthopedic Hospital's Blood Bank,17.1472902,79.6222202,blood_bank,Telangana,Nalgonda,8684223223
"Indian Red Cross Society , Blood Bank RCH-II",17.1413338,79.6066399,blood_bank,Telangana,Nalgonda,8684224699
Maheshwara Medical College and Maheshwara Hospital's Blood Bank,17.5622514,78.2052702,blood_bank,Telangana,Medak,
Princess Esra Hospital's Blood Bank,17.3564819,78.4745412,blood_bank,Telangana,Hyderabad,4065875989
Government Hospital,17.725297,79.1502426,blood_bank,Telangana,Warangal,
"Indian Red Cross Society Jagityal, Blood Bank",18.7984035,78.920671,blood_bank,,,
Bharat Heavy Electricals Limited Hospital's Blood Bank,17.4966821,78.3054185,blood_bank,Telangana,Medak,4023184386
SLMS Hospital's Blood Bank,17.3759969,78.5569252,blood_bank,Telangana,Hyderabad,4064579998
"Indian Red Cross Society, Blood Bank (Nalgonda)",17.0549948,79.2734385,blood_bank,Telangana,Nalgonda,
Yashoda Hospital (A Unit of Datta Chandra Hospital Pvt. Ltd.)'s Blood Bank,17.4419302,78.4972045,blood_bank,Telangana,Hyderabad,04023319999; 04024555555; 04027713333
Jyothi Hospital's Blood Bank,16.8686822,79.566797,blood_bank,Telangana,Nalgonda,
Star Hospital's Blood Bank,17.4157308,78.4455039,blood_bank,Telangana,Hyderabad,"04044777777,Extn:603"
Singareni Collieries Company Limited Area Hospital's Blood Bank,18.4013814,79.8510629,blood_bank,Telangana,Warangal,8713248104
"Indian Red Cross Society, Blood Bank (Hanumakonda)",17.9938128,79.5406629,blood_bank,Telangana,Warangal,8702456765
Owaisi Medical and Research Centre,17.3410119,78.5069402,blood_bank,Telangana,Hyderabad,04064638871; 04024343129; 04024323723
Mamata General Hospital's Blood Bank,17.2386433,80.1608983,blood_bank,Telangana,Khammam,8742230864
Himabindhu Multispeciality Hospital's Blood Bank,17.351288,78.5092626,blood_bank,Telangana,Hyderabad,4064558828
Sai Vani Super Speciality Hospital's Blood Bank,17.4109695,78.4835547,blood_bank,Telangana,Hyderabad,
"Mythri Charitable Trust, Blood Bank and Transfusion Centre",17.3914019,78.496715,blood_bank,Telangana,Hyderabad,04027550238; 04066822271
"Indian Red Cross Society, Blood Bank (Mancherial)",18.8726523,79.4446921,blood_bank,Telangana,Adilabad,08736259259; 08736252259
ADRM Hospital's Blood Bank,17.398438,78.5360536,blood_bank,Telangana,Hyderabad,4027035588
Bhaskar Medical College and General Hospital's Blood Bank,17.3325794,78.2999226,blood_bank,Telangana,Ranga Reddy,"08413235446, Extn: 214"
RTC Hospital's Blood Bank,17.4254912,78.5304826,blood_bank,Telangana,Hyderabad,4027018691
Asian Voluntary Blood Bank,17.4799653,78.5573886,blood_bank,Telangana,Hyderabad,
Medicity Institute of Medical Sciences's Blood Bank,17.6156453,78.548322,blood_bank,Telangana,Ranga Reddy,"08418256256, Extn:238"
Singareni Collieries Co.Ltd's Blood Bank,18.74634,79.5189075,blood_bank,Telangana,Karimnagar,8728244362
Rajyalakshmi Charitable Trust Blood Bank,17.3674201,78.5308313,blood_bank,Telangana,Hyderabad,4064597760
Ayaan Institute of Medical Sciences (AIMS)'s Blood Bank,17.3157119,78.2562697,blood_bank,Telangana,Ranga Reddy,
"V.T.Thakur Memorial Rotary, Blood Bank",18.327977,78.3383621,blood_bank,Telangana,Nizamabad,8468222222
Institute of Preventive Medicine's Blood Bank,17.3939614,78.4902549,blood_bank,Telangana,Hyderabad,04027557733
Rakshita Voluntary Blood Bank,17.3813833,78.4806633,blood_bank,Telangana,Hyderabad,04065263309
Andhra Mahila Sabha Durgabhai Deshmukh Hospital's Blood Bank,17.4023771,78.5103285,blood_bank,Telangana,Hyderabad,04027656969; 04027681158
Chalmeda Anand Rao Institute of Medical Sciences Blood Bank,18.4531135,79.1649538,blood_bank,Telangana,Karimnagar,08782285565;08782285318
Sanjeevini Blood Bank,17.4079642,78.4960619,blood_bank,Telangana,Hyderabad,04027667500; 04065522343
Janani Voluntary Blood Bank (A Unit of Janani Organization),17.4402541,78.4966613,blood_bank,Telangana,Hyderabad,4065603222
ESI Hospital's Blood Bank,17.4481162,78.4387726,blood_bank,Telangana,Hyderabad,04023701232; 04023701233
Asian Institute of Gastroentrology's Blood Bank,17.4211873,78.4566266,blood_bank,Telangana,Hyderabad,4023378888
Krishna Institute of Medical Sciences' Blood Bank,17.4368571,78.4828064,blood_bank,Telangana,Hyderabad,04044186253; 04044186255
Ozone Hospital's Blood Bank,17.3594426,78.5451503,blood_bank,Telangana,Hyderabad,04030108109; 04064556533
Basavatarakam Indo-American Cancer Hospital and Research Institute's Blood Bank,17.4170702,78.4303907,blood_bank,Telangana,Hyderabad,4023551235
"Government District Head Quarters Hospital, Blood Bank",18.4421167,79.1315201,blood_bank,Telangana,Karimnagar,08782240223;08782240337
Premier Hospital's Blood Bank,17.3916073,78.4269373,blood_bank,Telangana,Hyderabad,4023774469
Government District Head Quarter Hospital Nalgonda,17.0560076,79.2781846,blood_bank,Telangana,Nalgonda,
The APVVP District Head Quarters Hospital's Blood Bank,17.6264421,78.0818872,blood_bank,Telangana,Sangareddy,
Vivekananda Environmental International Society Social Service Blood Bank,17.3910672,78.4340371,blood_bank,Telangana,Hyderabad,4064606048
"Mother Voluntary, Blood Bank",17.9912363,79.5939249,blood_bank,Telangana,Warangal,
S.B.Voluntary's Blood Bank,18.6739672,78.102791,blood_bank,Telangana,Nizamabad,8462646430
Genetic Products Charitable Association's Blood Bank,17.4249275,78.4546398,blood_bank,Telangana,Hyderabad,04023411658; 04023403882
SVS Medical College Hospital's Blood Bank,16.7572541,78.0427471,blood_bank,Telangana,Mahbubnagar,9958758150
Sri Devi Charitable Trust Blood Bank,17.4249832,78.5358524,blood_bank,Telangana,Hyderabad,04027016016
Jeevadhara Voluntary Blood Bank (A Unit of Jeevadhaara Society),17.435467,78.5029055,blood_bank,Telangana,Hyderabad,04065996696; 04027707088
Lions Club Blood Bank,17.1415619,79.6066439,blood_bank,Telangana,Nalgonda,8684224699
Saint Anns Hospital's Blood Bank,17.9810407,79.5258893,blood_bank,Telangana,Warangal,
Thalassemia and Sickle Cell Society Vuppala Venkaiah Memorial Blood Bank,17.3308953,78.4400466,blood_bank,Telangana,Hyderabad,
Rudhira Voluntary's Blood Bank,17.2479536,80.1490188,blood_bank,Telangana,Khammam,8742220666
King George Hospital (KGH) Blood Bank,17.7086522,83.304622,blood_bank,Andhra Pradesh,VISAKHAPATNAM,0891 2564891
Government Victoria Hospital Blood Bank- Visakhapatnam,17.698827,83.2980643,blood_bank,Andhra Pradesh,VISAKHAPATNAM,0891 2562637
INHS Kalyani Blood Bank,17.6872253,83.2509603,blood_bank,Andhra Pradesh,VISAKHAPATNAM,0891 2814028
Indian Red Cross Society Component Blood Bank,16.7119489,81.0947549,blood_bank,Andhra Pradesh,WEST GODAVARI,08812 224722
Maharaja Institute of Medical Sciences Blood Bank,18.1461054,83.442408,blood_bank,Andhra Pradesh,VIZIANAGARAM,08922 244394
Palakol Voluntary Blood Bank,16.5138702,81.7268524,blood_bank,Andhra Pradesh,WEST GODAVARI,08814 222678
Indian Red Cross Society Blood Bank - Kakinada,16.9700692,82.2276516,blood_bank,Andhra Pradesh,EAST GODAVARI,0884 2385800
Katuri Medical College and Hospital Blood Bank,16.2278299,80.3102624,blood_bank,Andhra Pradesh,GUNTUR,0863 2288555; 0863 2288556 - 234
Government General Hospital Blood Bank -Kurnool,15.8191145,78.0398208,blood_bank,Andhra Pradesh,KURNOOL,
Saint Joseph General Hospital Blood Bank,16.2977136,80.4409142,blood_bank,Andhra Pradesh,GUNTUR,0863 2322700; 0863 2320386
Government Hospital Blood Bank - Tenali,16.2447749,80.6312518,blood_bank,Andhra Pradesh,GUNTUR,
Rudhira Voluntary Blood Bank,16.2434455,80.6463204,blood_bank,Andhra Pradesh,GUNTUR,08644 231222; 08644 654123
APVVP- Andhra Pradesh Vaidya Vidhana Parishad Area Hospital Blood Bank- Proddatur,14.7416855,78.551074,blood_bank,Andhra Pradesh,YSR,
Kanamarlapudi Koteswara Rao Indian Red Cross Society Blood Bank,14.9060672,79.9914189,blood_bank,Andhra Pradesh,SPSR NELLORE,08626 244766
PESIMSR Blood Bank.,12.7903944,78.3656046,blood_bank,Andhra Pradesh,Chittoor,08570 256737
Viswa Bharathi Blood Bank,15.81373,78.0375879,blood_bank,Andhra Pradesh,Kurnool,08518 22294
Narayana Medical College & Hospital Blood Bank,14.4271648,80.0131213,blood_bank,Andhra Pradesh,SPSR NELLORE,0861 2317963
Narayana Medical College & Hospital Blood Bank,14.4250769,80.0136463,blood_bank,Andhra Pradesh,SPSR NELLORE,0861 2317963
Good Samaritan's Blood Bank,16.6964834,81.0948515,blood_bank,Andhra Pradesh,WEST GODAVARI,08812 246430; 08812 246947
Manipal Hospital Bloodbank,16.4844364,80.6169797,blood_bank,Andhra Pradesh,GUNTUR,0866 2489700 - 102
NRI Medical College and General Hospital's Blood Bank,16.4148755,80.5573368,blood_bank,Andhra Pradesh,GUNTUR,08645 236777; 08645 237401; 08645 230101
Vijaya Sri Blood  Bank,16.5129072,80.6356533,blood_bank,Andhra Pradesh,KRISHNA,0866 2433199
Lions Blood Bank,16.5101286,80.6347735,blood_bank,Andhra Pradesh,KRISHNA,0866 2434417
Lions District 316D Blood Bank,16.5102906,80.632503,blood_bank,Andhra Pradesh,KRISHNA,0866 2573636
Bethesda Blood Bank,16.5129715,80.6326807,blood_bank,Andhra Pradesh,KRISHNA,0866 2435888
Suraksha Voluntary Blood Bank,16.5138915,80.6329047,blood_bank,Andhra Pradesh,KRISHNA,0866 2434499
Rotary Red Cross Blood Bank,16.5184013,80.6246361,blood_bank,Andhra Pradesh,KRISHNA,0866 2570082; 0866 6464002
South Central Railway Hospital Blood Bank,15.1729441,77.3661545,blood_bank,Andhra Pradesh,ANANTAPUR,08552 227166
District Headquarters Hospital Blood Bank- Vizianagaram,18.1108084,83.3865295,blood_bank,Andhra Pradesh,VIZIANAGARAM,
Lions Club of Visakhapatnam Blod Bank Trust,17.7191065,83.3113036,blood_bank,Andhra Pradesh,VISAKHAPATNAM,0891 6692587; 0891 6692580; 0891 6692590
Santhiram Medical College & General Hospital Blood Bank,15.4923697,78.4174431,blood_bank,Andhra Pradesh,KURNOOL,
N.T.R. Memorial Trust Blood Bank,17.7180805,83.3108216,blood_bank,Andhra Pradesh,VISAKHAPATNAM,0891 2565858; 0891 2555858
Seven Hills Hospital Blood Bank,17.717249,83.3095448,blood_bank,Andhra Pradesh,VISAKHAPATNAM,0891 6677777
Apollo Hospital's Blood Bank,17.7170642,83.3092012,blood_bank,Andhra Pradesh,VISAKHAPATNAM,0891 2727272
A. S. Raja Voluntary Blood Bank,17.7203137,83.313049,blood_bank,Andhra Pradesh,VISAKHAPATNAM,0891 2543436;0891 6663436;0891 6644936.
Indian Red Cross Society Blood Bank - Visakhapatnam,17.7101869,83.3092518,blood_bank,Andhra Pradesh,VISAKHAPATNAM,0891 2703953
Anil Neerukonda Hospital Blood Bank,17.9217164,83.4266648,blood_bank,Andhra Pradesh,VISAKHAPATNAM,8912821111- 126
NTR Area Hospital Blood Bank,17.6842872,83.007229,blood_bank,Andhra Pradesh,VISAKHAPATNAM,08924 223340
District Hospital's Blood Bank,17.6845983,83.0067408,blood_bank,Andhra Pradesh,VISAKHAPATNAM,
Visakha Steel General Hospital Blood Bank,17.6626188,83.1448531,blood_bank,Andhra Pradesh,VISAKHAPATNAM,0891 2887722
Rotary Blood Bank (Vishaka Port City Rotary Charitable Trust),17.7116713,83.3033341,blood_bank,Andhra Pradesh,VISAKHAPATNAM,0891 6534635;0891 2506678
S.S.S.I.H.M.S. Blood Bank,14.1516869,77.7770823,blood_bank,Andhra Pradesh,ANANTAPUR,08555 287900
A.P. Vaidya vidhana parishad Area Hospital - IRCS Blood Bank,14.4256107,78.2315934,blood_bank,Andhra Pradesh,YSR,
Indian Red Cross Society Blood bank - RCH -II KADIRI,14.1130746,78.1575537,blood_bank,Andhra Pradesh,ANANTAPUR,08494 221544
Boga Parvathamma Blood Bank,14.4728017,78.8393913,blood_bank,Andhra Pradesh,YSR,
Fathima Institute of Medical Sciences Blood Bank,14.4833502,78.789694,blood_bank,Andhra Pradesh,YSR,08562 200505; 08562 200092
Indian Red Cross Society Blood Bank - Kadapa,14.4838384,78.8190964,blood_bank,Andhra Pradesh,YSR,08562 272829
Area Hospital Blood Bank - Gudivada,16.4345931,80.9917393,blood_bank,Andhra Pradesh,KRISHNA,08674 245040
District Hospital Blood Bank - Nandyal,15.4692195,78.4830773,blood_bank,Andhra Pradesh,KURNOOL,8514221033
Government Hospital Blood Bank - Gudur,14.1467154,79.8487723,blood_bank,Andhra Pradesh,SPSR NELLORE,
Government General Hospital Blood Bank,15.4874735,80.0465207,blood_bank,Andhra Pradesh,PRAKASAM,8592233310
Indian Red Cross Society Blood Bank - Ongole,15.4980808,80.0514923,blood_bank,Andhra Pradesh,PRAKASAM,08592 236093
GMR Varalakshmi Care Hospital Blood Bank,18.4615298,83.6583768,blood_bank,Andhra Pradesh,SRIKAKULAM,08941 253183; 08941 253184
Area Hospital Blood Bank - Chirala,15.8248847,80.3612016,blood_bank,Andhra Pradesh,PRAKASAM,8520026320
Great Eastern Medical School & Hospital Blood Bank,18.3519772,83.9027408,blood_bank,Andhra Pradesh,SRIKAKULAM,
G. S. L. Medical College General Hospital's Blood Bank,17.0666361,81.8831232,blood_bank,Andhra Pradesh,EAST GODAVARI,0883 2484999
Alluri Sitrarama Raju Academy of Medical Sciences' Blood Bank,16.7367194,81.1441344,blood_bank,Andhra Pradesh,WEST GODAVARI,08812 288288; 08812 288299
Government Hospital's Blood Bank,16.7124087,81.0954684,blood_bank,Andhra Pradesh,WEST GODAVARI,08812 220333
Needs Blood Bank,16.298753,80.449288,blood_bank,Andhra Pradesh,GUNTUR,0863 6638222; 0863 6639222
APVVP- Andhra Pradesh Vaidya Vidhana Parishad Area Hospital's Blood Bank - Kavali,14.9133894,79.9925655,blood_bank,Andhra Pradesh,SPSR NELLORE,
Dr. Pinnamaneni Siddhartha Insitiute of Medical Sciences & Research Foundation's (Dr.P.SIMS & RF) Blood Bank,16.5526328,80.8309785,blood_bank,Andhra Pradesh,KRISHNA,08676 257311
Nagarjuna Hospital Blood Bank,16.4873337,80.6842294,blood_bank,Andhra Pradesh,KRISHNA,0866 2554701
Ayush NRI LEPL Health Care Private Limited's Blood Bank,16.5175218,80.6750965,blood_bank,Andhra Pradesh,KRISHNA,0866 2541414
Government District Headquarters Hospital's blood bank,16.1767619,81.138196,blood_bank,Andhra Pradesh,KRISHNA,08672 245040
YSR University General Hospital's Blood Bank,16.5165884,80.6700003,blood_bank,Andhra Pradesh,KRISHNA,0866 2452244;0866 2453488
Sri Venkateswara Institute of Medical sciences Blood Bank,13.6377462,79.4043061,blood_bank,Andhra Pradesh,CHITTOOR,0877 2287777
Life Line Volunytary Blood Bank,15.512265,80.0401492,blood_bank,Andhra Pradesh,PRAKASAM,9247023117
Chaitanya Blood Bank,16.4986987,80.6553715,blood_bank,Andhra Pradesh,KRISHNA,0866 2497977; 0866 645977
Rajiv Gandhi Institute of Medical Sciences Blood Bank,14.4335737,78.8634735,blood_bank,Andhra Pradesh,YSR,08562 225665
NRT Blood Bank,16.236987,80.0454392,blood_bank,Andhra Pradesh,GUNTUR,9542628888
Indian Red Cross Society Blood bank - Markapur,15.7410459,79.255182,blood_bank,Andhra Pradesh,PRAKASAM,08596 223485
TTD Central Hospital Blood Bank,13.6422843,79.4209827,blood_bank,Andhra Pradesh,CHITTOOR,0877 2264622
Indian Red Cross Society Blood Bank - RCH 2,15.623175,77.2690934,blood_bank,Andhra Pradesh,KURNOOL,
Sri Lakshmi Maternity & Surgical Nursing Home Blood Bank,16.300279,80.4498754,blood_bank,Andhra Pradesh,GUNTUR,0863 2219955
Indian Red Cross Society - Ananthapur,14.6549665,77.6097527,blood_bank,Andhra Pradesh,ANANTAPUR,8554246344
District Hospital Blood Bank - Rajahmundry,17.0196239,81.7918704,blood_bank,Andhra Pradesh,EAST GODAVARI,
Govt. Maternity Hospital's Blood Bank,13.6401821,79.4080451,blood_bank,Andhra Pradesh,CHITTOOR,
Government General Hospital's Blood Bank - Nellore,14.4253886,79.9631068,blood_bank,Andhra Pradesh,SPSR NELLORE,
S.V.S. Charitable Trust Blood Bank and Transfusion Centre,13.6356232,79.4209237,blood_bank,Andhra Pradesh,CHITTOOR,0877 6667671
Red Cross Blood Bank - Rapalle,16.0206547,80.8353397,blood_bank,Andhra Pradesh,GUNTUR,08648 223939
Uddaraju Anandaraju Foundation Blood Bank,16.5430952,81.5158591,blood_bank,Andhra Pradesh,WEST GODAVARI,"+91- 8816-230878, 230888"
Indian Red Cross Society Blood Bank - Nellore,14.4439409,79.9799692,blood_bank,Andhra Pradesh,SPSR NELLORE,0861 2320470
SVRRGGH - Model Blood Bank,13.6442796,79.4073209,blood_bank,Andhra Pradesh,CHITTOOR,0877 2286290
Lions Vision Blood Bank,16.2992335,80.4493776,blood_bank,Andhra Pradesh,GUNTUR,0863 2336198; 0863 2336199
NTR Memorial Trust Blood Bank,16.2968434,80.4498862,blood_bank,Andhra Pradesh,GUNTUR,0863 2338444
Gitam Institute of Medical Sciences and Research Blood Bank,17.7844824,83.3749934,blood_bank,Andhra Pradesh,VISAKHAPATNAM,"0891-2866 450, 2538 444"
Rajiv Gandhi Institute of Medical Sciences (RIMS) General Hospital's Blood Bank,18.3124824,83.8885492,blood_bank,Andhra Pradesh,SRIKAKULAM,08942 279679
Swatantra Hospital's Blood Bank,17.0142982,81.777475,blood_bank,Andhra Pradesh,EAST GODAVARI,0883 2464745; 0883 246569878; 0883 2461493
Aswini Hospital's Blood Bank,13.677294,79.3485282,blood_bank,Andhra Pradesh,CHITTOOR,
Indian Red Cross Society Madanapalli RCH 2,13.5568878,78.5010615,blood_bank,Andhra Pradesh,CHITTOOR,08571 222087
Rotary Club Blood Bank,16.9558062,82.2383939,blood_bank,Andhra Pradesh,EAST GODAVARI,0884 2367366
Indian Red Cross Society Blood Bank- Jangareddi gudem,17.13027,81.2919751,blood_bank,Andhra Pradesh,WEST GODAVARI,08821 225305
Government Area General Hospital Blood Bank,17.3549605,82.5412796,blood_bank,Andhra Pradesh,EAST GODAVARI,08854 252333
Government General Hospital's Blood Bank - Guntur,16.2997152,80.443536,blood_bank,Andhra Pradesh,GUNTUR,0863 2220035-280
Indian Red Cross Society Blood Bank - Srikakulam,18.2961708,83.8946713,blood_bank,Andhra Pradesh,SRIKAKULAM,08942 226555; 08942 226111
Dhanwantari Voluntary Blood Bank,17.0078783,81.7852145,blood_bank,Andhra Pradesh,EAST GODAVARI,0833-2473050
"Government General Hospital, Blood Bank.",16.9557048,82.2275638,blood_bank,Andhra Pradesh,EAST GODAVARI,0884 2302008
Indian Red Cross Society Blood Bank - Guntur,16.2936447,80.4326195,blood_bank,Andhra Pradesh,GUNTUR,0863 2215656
Indian Red Cross Society Blood Bank- Narasapuram,16.430116,81.6854484,blood_bank,Andhra Pradesh,WEST GODAVARI,08814 276656
Government General Hospital Blood Bank - Ananthapur,14.6708405,77.5944219,blood_bank,Andhra Pradesh,ANANTAPUR,08554 275024
Dr. Pattabhi Red Cross Blood Bank,16.1868467,81.1447567,blood_bank,Andhra Pradesh,KRISHNA,08672 230605
St.Ann's Hospital Blood Bank,16.5046252,80.6311552,blood_bank,,,0866 2572057
Sri Buddala Narasimhamurty Voluntary Blood Bank,16.7557003,81.6802248,blood_bank,Andhra Pradesh,WEST GODAVARI,08819 225269
Indian Red Cross Society Blood Bank - Narassraopet,16.2358633,80.0485003,blood_bank,Andhra Pradesh,GUNTUR,8647224455
Indian Red Cross Society Blood Bank,18.1187749,83.3892453,blood_bank,Andhra Pradesh,VIZIANAGARAM,08922 272700
ASN Raju Charitable Trust Blood Bank,16.5439694,81.516248,blood_bank,Andhra Pradesh,WEST GODAVARI,08816 225556
