name,lat,lng,type,state,district,phone
Police Station Bhondsi,28.3445779,77.0681342,police_station,,,
Police Station Sector 56,28.4248272,77.1031506,police_station,,,
Thana Kundli,28.8638535,77.1233526,police_station,,,
Murthal Police Station,29.026639,77.0732024,police_station,,,
Jalahalli Police Station,13.0486481,77.5495673,police_station,,,
Holi Police Station,32.3263179,76.5577044,police_station,,,
Police Post Jari,32.0022511,77.2537421,police_station,,,
Police Aid Post dharuheda,28.21575,76.7947172,police_station,,,
Laxmipuram Police Station,12.2976467,76.6428237,police_station,,,
Security Office of Dalai Lama,32.2387214,76.3245325,police_station,,,
Kulgaon Police Station,19.1575441,73.2397067,police_station,,,
Shipra Police station,28.6378072,77.3782631,police_station,,,
Sundernagar Colony Police Station,31.5317179,76.9084089,police_station,,,
"Police Station, Sundernagar",31.5154506,76.8843342,police_station,,,
Lokmanya Tilak Road Police Station,18.9453708,72.8303315,police_station,,,
Azad Maidan Police Station,18.9415892,72.8329727,police_station,,,
Police Station,31.2136873,75.4257645,police_station,,,
Deputy Commissioner of Police Office (South Zone),17.3671554,78.479458,police_station,Telangana,Hyderabad,91 40 2785 4760; 91 40 2452 8888
Police Station,17.3655267,78.4999031,police_station,,,
Police Station,17.3714465,78.4820816,police_station,,,
Chaura Police Post,31.5650189,77.8427774,police_station,,,
Police Station Bhabhanagar,31.5654024,77.9346545,police_station,,,
1 Town,17.24898,80.1399044,police_station,,,
Nallakunta Police Station,17.4076968,78.5133112,police_station,,,
Jadavpur Police Station,22.5027682,88.3677291,police_station,,,
Fort Kochi Police Station,9.9673515,76.2440364,police_station,,,
Police Headquarters,12.9695368,77.5877623,police_station,,,
Gokhale Road Police Quarters,22.5393378,88.344409,police_station,,,
Railway Police station,17.249763,80.1389008,police_station,,,
Police Station,17.5923092,74.4511673,police_station,,,
Police Station,18.5243076,73.8788901,police_station,,,
Sambhaji Police Chowki,18.5131785,73.8438921,police_station,,,
Police Booth,13.0737484,80.1923421,police_station,,,
Police Booth,13.0656907,80.1935705,police_station,,,
Tilaknagar Police Station,12.928367,77.5905691,police_station,,,
Police Station,17.4265322,78.5493729,police_station,,,
"Police Station, Marangattupilly",9.7470249,76.6096248,police_station,,,
Police Station Sultanpur,32.5603108,76.1175354,police_station,,,
Traffic police,17.2516904,80.1430383,police_station,,,
Police Station,11.277733,77.5865812,police_station,,,
Saifabad Police Station,17.4110866,78.4646076,police_station,,,
Velachery,12.9850126,80.2208713,police_station,,,
Satara Rural Police Station,17.6877644,73.9907808,police_station,,,
Vijay Nagar Police Station,22.7515954,75.8951965,police_station,,,
Bawana Police station,28.8055119,77.0256424,police_station,,,
Kaza Police Station,32.2281116,78.0670135,police_station,,,
Gubbi Police Station,13.3094556,76.948541,police_station,,,
Bhanodi Police Post,32.9622581,76.180578,police_station,,,
"Police Station, Panniankara",11.226804,75.791689,police_station,,,
PS Jodha,30.7936369,75.7500555,police_station,,,
"Police Station, Ramapuram",9.7993343,76.6588351,police_station,,,+914822260252
Police Station,10.9952707,76.9681824,police_station,,,
District Police Office,10.9990022,76.9677805,police_station,,,
Div No. 1,30.9167914,75.850855,police_station,,,
Police Station Udaipur,32.7233785,76.667878,police_station,,,
Begumpet Police Station,17.4439607,78.4747838,police_station,,,
Indira Nagar Police Station,12.983019,77.6384106,police_station,,,
Police Station Manali,32.2368927,77.1863189,police_station,,,
Null Bazaar Police Chowkie,18.9569275,72.8290998,police_station,,,
Pydhoni Police Station,18.9541719,72.832021,police_station,,,
Dongri Police Station,18.9621396,72.8390488,police_station,,,
Sir JJ Marg Police Station,18.963006,72.832291,police_station,,,
Ploice Lines,30.3616575,75.5320264,police_station,,,
Karkhana Traffic Police Station,17.4618242,78.5004605,police_station,,,
Begumpet Traffic Police,17.4436297,78.4790905,police_station,,,
Police Chownki Merado Thana Sadar,30.8634232,75.8522202,police_station,,,
police station,30.8724475,75.8403055,police_station,,,
Police station,30.866248,75.8700805,police_station,,,
S.S.P Office,30.3721562,75.5366281,police_station,,,
Police Station,17.7348024,83.2812926,police_station,,,
Police Station,17.4223157,78.4649177,police_station,,,
Police Station DABA(URBAN),30.8673175,75.8859333,police_station,,,
Police Booth,13.0447322,80.1862162,police_station,,,
Three Town police station,16.2381436,80.6429327,police_station,,,
Jeevan Bhima Nagar Police Station,12.9677712,77.6556937,police_station,,,
Mico Layout Police Station,12.9086369,77.6105652,police_station,,,
E6,13.2718063,80.2625092,police_station,,,
Girinagar Police Station,12.935917,77.5439681,police_station,,,
Chintadripet,13.0749088,80.2725042,police_station,,,
Sanjayanagar Police station,13.0335598,77.5758979,police_station,,,
Police Station,27.354092,95.315988,police_station,,,
Hampi Traffic Police,15.3340418,76.4666205,police_station,,,
Hampi Police Station,15.3341937,76.4658087,police_station,,,
Police Station,27.1843431,94.9151069,police_station,,,
S6 Shankar Nagar Police Station,12.9692797,80.1257959,police_station,,,
Vadapalani Police station,13.049673,80.2117315,police_station,,,
Aarey Police Station,19.1664849,72.8543819,police_station,,,
Goregaon (E) Police Station,19.1558742,72.8576756,police_station,,,
Police Station Dornakal,17.4448659,80.1517851,police_station,,,
Central Crime Station,17.2433951,80.1408514,police_station,,,
Ram Bagh Police Station,31.6304462,74.877801,police_station,,,
Police Lines,31.109083,77.1637899,police_station,,,
Shalimar Bagh Police Station,28.7170924,77.1571367,police_station,,,
Tinsukia Police Station,27.4879061,95.3569119,police_station,,,
Ramapuram Police Station,13.0317737,80.1790069,police_station,,,
Police Station,10.046978,76.315901,police_station,,,
Seshadripuram Police Station,12.9881279,77.5744324,police_station,,,
Lokmanya Tilak Police Chowkie Beat No 4,18.9474438,72.833389,police_station,,,
Lokmanya Tilak Police Station,18.9463293,72.8331294,police_station,,,
Police Station,17.4211388,78.4839215,police_station,,,
Ramgopalpet Police Station,17.4361643,78.4884749,police_station,,,
Bowenpally Police Station,17.4648512,78.472566,police_station,,,
Ukkadam Police Station(B2),10.9890037,76.9615341,police_station,,,
Womens Police Station,11.0155688,76.9683463,police_station,,,
Kattor Police Station,11.0153033,76.968307,police_station,,,
Madukkarai Police Station,10.911453,76.9490401,police_station,,,
Sea Beach Police Station,19.7970994,85.8258784,police_station,,,
Puri Town Police Station,19.8087658,85.8228135,police_station,,,
Rajaji Nagar Police Station,12.9945063,77.554298,police_station,,,
Amberpet Police Station,17.389303,78.5182437,police_station,,,
Police Station,10.3289364,76.9574477,police_station,,,
Police Station,28.6345193,77.1810077,police_station,,,
Bistupur Police Station.,22.7979889,86.1844592,police_station,,,
Vikas Puri,28.6301441,77.0682683,police_station,,,
Kolkata Police Headquarters,22.5725398,88.3524126,police_station,,,
TIRUPPUR NORTH,11.107892,77.3450511,police_station,,,
Police Station,31.6317904,76.8349647,police_station,,,
Khammam Rural,17.2441946,80.1073612,police_station,,,
"Police Station,Varkala",8.7342537,76.7261267,police_station,,,
Police Station,18.9444479,72.8328893,police_station,,,
Police Station,15.3518069,76.1541306,police_station,,,
SI office,15.3526763,76.1544049,police_station,,,
City Police Station,30.4073843,74.027719,police_station,,,
Police Station,26.2655112,73.0337885,police_station,,,
Hebbal Police Station,13.0386192,77.5896244,police_station,,,
Police Station,18.9675282,72.8323654,police_station,,,
Police booth,12.9651635,80.2060352,police_station,,,
POLICE STATION KHUMANO,30.8120438,76.3517004,police_station,,,
POLICE STATION GHARUAN,30.7802037,76.5412776,police_station,,,
Police Station,30.8461126,75.6749604,police_station,,,
Police Station,30.6079477,74.2573519,police_station,,,
Marine Drive Police Station,18.9302617,72.8243459,police_station,,,
Subedari Police Station,17.9957476,79.5435257,police_station,,,
Hanamkonda Police Station,18.0070039,79.5686364,police_station,,,
D.C.Office,30.9268318,74.6134071,police_station,,,
main gate D.C.office,30.9279094,74.6134744,police_station,,,
Sadar Police Station Ferozepur Cantt,30.9286212,74.6275385,police_station,,,
Police chowki Basti tainkan wali,30.9373245,74.6228989,police_station,,,
"Civil Lines Police Station, Rampur",28.7817423,79.0196213,police_station,,,
"Police Post Kaushambi, Police Station Indirapuram",28.6421878,77.3270651,police_station,,,
Police station,30.8683606,75.9788712,police_station,,,
police station mehtiana,31.3776279,75.8223977,police_station,,,
Juna Rajawada Police Station,16.6945019,74.2235288,police_station,,,
Police Station,13.1244932,80.2771688,police_station,,,
Ashok Vihar Police Station,28.6925224,77.1739049,police_station,,,
Thana Samana,30.1559043,76.1670411,police_station,,,
Karamadai Police Station,11.2395224,76.9595897,police_station,,,
"Police station, block road, sudhar",30.7725876,75.6470124,police_station,,,
Malkajgiri Police Station,17.4498705,78.5374144,police_station,,,
police station dehlon,30.7433185,75.8492807,police_station,,,
ABIDS Police Station,17.3946616,78.4852099,police_station,,,
Porur Police Station,13.0343074,80.1601292,police_station,,,
Vyali Kaval Police Station,13.0015732,77.578628,police_station,,,
Tiptur Rural Police station,13.2608896,76.4609816,police_station,,,
Traffic Police Station Udupi,13.3321915,74.7481242,police_station,,,
Harohalli Police station,12.6804936,77.4693429,police_station,,,
Police station,15.0530156,76.2096639,police_station,,,
"C2- Race Course Police Station, Coimbatore",11.001692,76.9713177,police_station,,COIMBATORE,
Police Outpost,22.3193065,87.3082055,police_station,,,
Nelamangala Police station,13.0996883,77.3910797,police_station,,,
Nelamangala Rural Police station,13.0958954,77.4036456,police_station,,,
C-3 Saibaba Colony Police Station,11.0266348,76.9515967,police_station,,,
Police Station,12.9363435,77.5615008,police_station,,,
Police Station,14.5149816,75.8062209,police_station,,,
Police Station,9.4890834,76.3238183,police_station,,,
Police Station,15.4296167,75.6328438,police_station,,,
Bagalkot Police station,16.1812514,75.6917984,police_station,,,
Commercial Street Police Station,12.9825702,77.6070982,police_station,,,
Saravanampatti Police Station,11.0747296,77.0027116,police_station,,,
Irritty Police Station,11.9953421,75.6798494,police_station,,,
Ramanathapuram police station,10.9975827,76.997871,police_station,,,
B1 POLICE STATION,10.9924847,76.9591307,police_station,,,
Vijaynagar Traffic Police Station,12.9733449,77.5414869,police_station,,,
Vijayanagara Police Station,12.3368103,76.6016461,police_station,,,
"CPSC, Sub Division Gill",30.9145364,75.8428635,police_station,,,
"Police Station sdar, Ludhiana City",30.9142692,75.8436092,police_station,,,
City Police Station,30.1295214,75.8065836,police_station,,,
Women's Police Station,17.2487201,80.1398871,police_station,,,
Badlapur Police Station.,19.1576004,73.2396403,police_station,,,
Police Post Atam Nagar,30.8892064,75.8501033,police_station,,,
ACP AtamNagar,30.8891192,75.8498351,police_station,,,
City Police Station,30.1264355,75.7993328,police_station,,,
Kadugodi Police Station,12.995384,77.7574684,police_station,,,
Indiranagar Traffic Police Station,12.967409,77.6559012,police_station,,,
Police Station,25.2999805,83.0015478,police_station,,,
Deccan Gymkhana Police Chowki,18.5141406,73.8403808,police_station,,,
Police chowki NIT 3,28.3959429,77.2900781,police_station,,,
Police Station,28.4309808,77.2971327,police_station,,,
Sonarpur Police Station,22.4424481,88.4305142,police_station,,,
Latasil Police Station,26.1899295,91.7519454,police_station,,,
Panchgani,17.9246436,73.7999868,police_station,,,
Police Station,13.0576855,80.2041548,police_station,,,
Kutch District Police Headquarters,23.2430111,69.6664617,police_station,,,
Police Station Agatti,10.8662714,72.1942666,police_station,,,
Kollencode Police Station,8.2937626,77.114347,police_station,,,
Devaraja Police Station,12.314282,76.6567805,police_station,,,
Police Station,12.0975288,76.555826,police_station,,,
Calangute Police Station,15.5429919,73.7808479,police_station,,,
Police Station,11.3630177,77.7476505,police_station,,,
"Police Station, Dharmadam",11.7747051,75.4661058,police_station,,,
Thalassery police station,11.7497197,75.4857798,police_station,,,
Jeoni Mandi Police Station,27.1970981,78.0248862,police_station,,,
kazhakuttom Police Station,8.5699892,76.8717434,police_station,,,
Jat Police Station,17.0502495,75.2085038,police_station,,,
Police Station,10.988383,76.9354528,police_station,,,
Thiruvallam Police Station,8.4410206,76.9596666,police_station,,,
Urwa Police Station,12.9022386,74.8358179,police_station,,,
Police Station,30.2447247,75.843312,police_station,,,
Tisaiyanvillai Police Station,8.3366712,77.8541616,police_station,,,
Police Station,15.5490402,73.7647929,police_station,,,
D.N. Nagar Police Station,19.1225849,72.8299999,police_station,,,
Daalanwala Police Station,30.3250628,78.0540411,police_station,,,
Pimple Saudagar Police Statiom,18.6015562,73.7993609,police_station,,,
Shastri Nagar Police Station,13.0006116,80.2659307,police_station,,,
Haldwani Kotwali,29.2176092,79.5293165,police_station,,,
Hijapuri Police,27.4819529,95.3390824,police_station,,,
Panitola Police,27.4929462,95.2685732,police_station,,,
Police Station,27.6360405,95.80629,police_station,,,
Dumral Bazzar Police Station,22.6914433,72.8643665,police_station,,,
Pandeshwara Police Station,12.8560871,74.8393126,police_station,,,
Kunnamangalam,11.3053711,75.8786307,police_station,,,
Bagayam Police Station,12.8757507,79.1336955,police_station,,,
Kadri Police Station,12.8902826,74.8526744,police_station,,,
Nadiad Main Police Station,22.6942361,72.8585041,police_station,,,
Najafgarh Police Thana,28.6098145,76.9828316,police_station,,,
Police Station,9.2399184,78.7819267,police_station,,,
Karepally Police Station,17.511315,80.2751584,police_station,,,
Palani Town Police Station,10.4528743,77.5155698,police_station,,,
Police Chowki,28.6126106,76.9867433,police_station,,,
Vijayanagar Police Station,12.9707264,77.5377251,police_station,,,
Tirthahalli Police Station,13.6982846,75.2461258,police_station,,,
K.T.J Nagar Police Station,14.4540972,75.9246771,police_station,,,
Rural Police Station,14.4509921,75.9206449,police_station,,,
Chamarajapet Police Station,12.9604765,77.5643202,police_station,,,
Shankarapuram Police Station,12.9538729,77.570101,police_station,,,
Peenya Police Station,13.0360107,77.5211853,police_station,,,
Palasiya Police Station,22.7250681,75.8877551,police_station,,,
Police Station,12.3043547,78.203113,police_station,,,
Police Station,31.685219,76.523605,police_station,,,
Chhajjapur Police Chowki,26.5556172,82.6569518,police_station,,,
Cottenpet Police Station,12.9680925,77.5700945,police_station,,,
Jaffar Pur Police Station,28.5958543,76.9151778,police_station,,,
Police Station,13.9386093,75.5760229,police_station,,,
Tiruppur North,11.1066254,77.3427939,police_station,,,
Women's Police Station,12.9292268,77.5678506,police_station,,,
Thyagaraja Nagar Police Station,12.929436,77.5678479,police_station,,,
BSK 3rd stage Police Station,12.9235553,77.5533335,police_station,,,
Magadi Road Police Station,12.9744861,77.5512501,police_station,,,
Police Station,12.5292856,78.2057273,police_station,,,
"Police Station,Chavakkad",10.5831944,76.0228476,police_station,,,
Police Station,15.935314,77.355997,police_station,,,
Veraval Tower Police station,20.9097351,70.3647844,police_station,,,
Hebri Police Station,13.4587393,74.9898943,police_station,,,
Dhalli Police Station,31.1050234,77.2081413,police_station,,,
Police Station Sadar Mandi,31.7079865,76.9358386,police_station,,,
Thana Sadar,31.1034424,77.1748706,police_station,,,
Davanagere Traffic Police Station,14.460481,75.9310248,police_station,,,
Police Station,14.4692024,75.9187242,police_station,,,
Police Station,29.043789,78.754288,police_station,,,
Krishna Rajendra Market Police Station,12.9649402,77.5761878,police_station,,,
police point,11.2605169,75.9541762,police_station,,,
Police Station,30.3257766,78.0428731,police_station,,,
Police Station Samrala,30.8373959,76.184134,police_station,,,
Police Outpost,13.2156173,80.1694388,police_station,,,
PAP training centre,31.312063,75.61199,police_station,,,
Makarpura Road Police Station,22.2707302,73.2032808,police_station,,,
Konandur Police Station,13.8106744,75.247492,police_station,,,
HVF,13.1291456,80.1073794,police_station,,,
Rural Police Station,12.4296619,75.7254763,police_station,,,
Versova Police Station,19.1241245,72.8303704,police_station,,,
"Police Station, ET North Cusba",9.9888696,76.2826992,police_station,,,
Ganesh Peth Police station,18.5161748,73.8621906,police_station,,,
Railway police station,8.9645513,77.3063031,police_station,,,
"Krishnagiri Taluk office, fire station, Police station",12.5254539,78.2171823,police_station,,,
Police Stations,8.9724199,77.4192932,police_station,,,
Hulimavu Police Station,12.87667,77.6000418,police_station,,,
Police Station,12.2746373,76.6706182,police_station,,,
Additional Deputy Commissioner (ADC) Office (Inner Line Permits),32.2272638,78.0671363,police_station,,,
Harnaut Police Station,25.3735004,85.536577,police_station,,,
Mahanagar Police Station,26.8730854,80.9587271,police_station,,,
Police Station,13.0687012,80.2046669,police_station,,,
Diamond Harbour Police Station,22.1878691,88.189743,police_station,,,
North Police Station,10.7740629,76.6465048,police_station,,,
Police Station Rampura Phul,30.2668409,75.2349469,police_station,,,
Ukhra Out Post,23.6452743,87.2435686,police_station,,,
Madhepura Town Police Station,25.9206215,86.7913192,police_station,,,
Police Commissioner Office,19.1960801,72.9811271,police_station,,,
Vartak Nagar Police Station,19.2131355,72.9627611,police_station,,,
Sakkardara Police Station,21.1294212,79.1140716,police_station,,,
Komarapalayam Police station,11.4413141,77.6931115,police_station,,,
Raghunathpally police Station,22.2280424,84.8157651,police_station,,,
Sangareddy Police Station,17.6251758,78.0826323,police_station,,,
Police Station,12.5564245,75.3930698,police_station,,,
Adirampattinam Police Station,10.3404104,79.3855317,police_station,,,
KK POLICE STATION,19.0990752,73.0051825,police_station,,,
Police Station,16.6990919,73.3945643,police_station,,,
Commissioner's office,11.755369,79.7688583,police_station,,,
Police Station Malviya Nagar,28.5306718,77.2045562,police_station,,,+91-11-2669-1861;+91-11-2669-1862
Chikkapete Police Station,12.9707012,77.5736393,police_station,,,
Police Dept. Head Office,10.9182526,79.8356196,police_station,,,
Laxminagar Police chowky,18.4896021,73.8497008,police_station,,,
J2 Police Station Kedar Jurisdiction,12.0091224,79.4029681,police_station,,,
Vetapalem Police Station,15.7823656,80.3026372,police_station,,,
Bettiah Main Police Station,26.8013017,84.5351937,police_station,,,
Nampally Police Station,17.4000892,78.460378,police_station,,,
Chowk Police Station,25.4372308,81.8330585,police_station,,,
J9 Police Station,12.947613,80.2416251,police_station,,,
"Police Station, Peroorkada",8.5357989,76.9671077,police_station,,,
Madipalkam police stations,12.9559858,80.1853072,police_station,,,
"Mahmoorganj Police Station , Bhelupur,Varanasi.",25.3028749,82.9734357,police_station,,,
Nandini Layout Police Station,13.0124684,77.5368288,police_station,,,
Police Station,19.2282071,72.8582168,police_station,,,
"Police Station, Sreekaryam",8.5422637,76.9134781,police_station,,,
Dona Paula Police Station,15.4569809,73.803576,police_station,,,
Banashankari Police Station,12.9229116,77.5650055,police_station,,,
Hari Nagar Police Station,28.6097133,77.0997911,police_station,,,
Police Station,13.0229741,80.1999165,police_station,,,
Ubhaon Police Station,26.132733,83.8669181,police_station,,,
Hinjawadi Police Chowki,18.5917477,73.7387073,police_station,,,
All Women Police Station,8.0824428,77.5495196,police_station,,,
Police Station,8.0821735,77.5495411,police_station,,,
Police Srirangam,10.8571762,78.6896428,police_station,,,
Taluk Police Station Kumbakonam,10.9555027,79.3655029,police_station,,,
Commissariat de police des femmes,11.9356223,79.8325393,police_station,,,
All Women Police Station,12.6207273,80.1957062,police_station,,,
"Police Station, Vettavalam",12.1098807,79.2447246,police_station,,,
Prasad Nagar Police Station,28.6478735,77.180705,police_station,,,
Manicktala P.S,22.5841465,88.3788957,police_station,,,
Dugawan Police Chowki,26.8458026,80.918437,police_station,,,
Police Chowki,19.0628319,72.8292193,police_station,,,
Humayun Nagar Police Station,17.39555,78.4422291,police_station,,,
Chaderghat Police Station,17.3779381,78.4917299,police_station,Telangana,Hyderabad,91 40 27854782
Yerawada Police Station,18.5527989,73.8957965,police_station,,,
Vishnunagar Police Station,19.2192494,73.0867512,police_station,,,
Police Booth,12.8975662,80.1823209,police_station,,,
"Police Station, Sector 39",30.7451963,76.7264111,police_station,,,
police station,10.7035066,78.5504006,police_station,,,
Police Assistance Booth Mugalivakam,13.0207162,80.1663239,police_station,,,
"Sarkarwada Police Station, Gangapur Road",20.0056431,73.779722,police_station,,,
Shankaranarayana Police Station,13.6045426,74.8625164,police_station,,,
Muchipara Police Station,22.566664,88.3653411,police_station,,,
"Police Station,",17.1911295,80.3631657,police_station,,,
Yadgir Urban Police Station,16.7715926,77.1378867,police_station,,,
Uppal Police Station,17.4022035,78.5602268,police_station,Telangana,,91 40 2785 3987; 91 40 2720 4224
Balagandharva Police Station,18.5222358,73.8478417,police_station,,,
Sant Kabir Police Station,18.5148758,73.8688574,police_station,,,
Superintendent of Police,17.2529194,80.1373831,police_station,,,
B2 Police Station,10.8228204,78.6827289,police_station,,,
"Police Station, Thakur Village",19.2059514,72.8729038,police_station,,,
Dindoshi Police station,19.1789489,72.8577333,police_station,,,
Dharwad Town Police Station,15.4594267,75.0116253,police_station,,,
Hanagalla Police Station,14.7715706,75.1252731,police_station,,,
Bashistha Police Station,26.1126488,91.7948727,police_station,,,
Gokul Road Police Station,15.3508749,75.114308,police_station,,,
police station,17.0746367,80.9904312,police_station,,,
police quarters,17.0748011,80.9907364,police_station,,,
police station,16.2924294,80.453525,police_station,,,
Kodigehalli Police Station,13.0621975,77.5741087,police_station,,,
Trafic Police Station,12.7279317,77.8270513,police_station,,,
Hosur Town Police Station,12.7267546,77.827283,police_station,,,
"Office Of The Superintendent Of Police, Nadia",23.4094123,88.4817637,police_station,,,
Police Station,14.4465603,79.9819165,police_station,,,
Rural Police Station,12.3074635,76.29412,police_station,,,
City Police Station,12.3053128,76.2904091,police_station,,,
Rural Police Station,16.7628915,77.1326693,police_station,,,
Police Station,8.1783299,77.4316465,police_station,,,
Khandagiri Police Station,20.2595201,85.7898677,police_station,,,
Police,12.6214889,80.1942737,police_station,,,
Police,20.5800535,75.7249662,police_station,,,
Chandanpur Police Station,19.8897971,85.8174491,police_station,,,
Police Station Nehru Park Boulevard,34.0892308,74.8459579,police_station,,,
Police Assistance,32.2456254,77.1900016,police_station,,,
Police Station,24.79231,93.0028667,police_station,,,
Sikriganj Police Station,26.5030254,83.2004017,police_station,,,
Dwarka Ploce Station,28.5649687,77.0584523,police_station,,,
Police Station,30.4853182,75.1025641,police_station,,,
Perugate Police Chowki,18.5113926,73.8487755,police_station,,,
Police Station,17.3686441,78.5365773,police_station,,,
Police Station,14.2202518,74.7989175,police_station,,,
"Govt. Railway Police Station, Bhubaneswar",20.2662583,85.8432199,police_station,,,
"Govt. Railway Police Station, Bhubaneswar",20.2661224,85.8439279,police_station,,,
Kumardungi Police Station.,22.2240579,85.8749721,police_station,,,
Chutia Police Station.,23.3536122,85.3378341,police_station,,,
J&K Police Check-Post Mahe,33.2688947,78.4692163,police_station,,,
J&K Police Check-post.,33.8300472,77.8144636,police_station,,,
J&K Police Check-Post@ South Pulu,34.2484166,77.6200894,police_station,,,
J&K Police-Check-Post @ North Pullu.,34.3295809,77.6446863,police_station,,,
Hat Gamaria Police Station,22.2761304,85.7389419,police_station,,,
Bavdhan Police Chowki,18.5224956,73.7795837,police_station,,,
"Police Station, Tirur",10.9162808,75.922147,police_station,,,
Khunti Police Station,23.0765241,85.2784153,police_station,,,
Murhu Police Station,22.961593,85.2796156,police_station,,,
LB Nagar Police Station,17.3467781,78.5515732,police_station,Telangana,Ranga Reddy,91 40 2785 3997
"Deputy superintendent of Police, Hampi",15.3092804,76.4759711,police_station,,,
Saroornagar Police Station,17.3683187,78.5276599,police_station,,,
Police Station,22.0065898,82.5783767,police_station,,,
"Rural Police Station,Thyamagondulu",13.2158301,77.300644,police_station,,,
Jaihindpuram Police Station,9.9066088,78.1119041,police_station,,,
Police Booth,28.6702484,77.1336893,police_station,,,
S.P. Bunglow,14.4674176,78.8264055,police_station,,,
City Police HQ,9.5565491,77.9453096,police_station,,,
Punjabi Bagh Police Station,28.6741463,77.1322843,police_station,,,
Rajendra Nagar Police Station,28.634698,77.1826937,police_station,,,
Police Residential Complex,28.6349617,77.1837505,police_station,,,
Badhamkar Mark Police Station,18.9608206,72.8170666,police_station,,,
Baguiati Police Station,22.6203718,88.4254168,police_station,,,
Police Station,33.2029018,78.6465701,police_station,,,
Badavane Police Station,14.4648959,75.9199787,police_station,,,
Police Station,17.1800609,77.2849887,police_station,,,
Town Thana,19.3137733,84.7826863,police_station,,,
Tiljala Traffic Guard,22.5425798,88.3989293,police_station,,,
Parama - Police Station,22.5418694,88.3988261,police_station,,,
Sector - V Police Station,22.5767793,88.4298724,police_station,,,
New Ashok Nagar Police Station,28.5983359,77.3112386,police_station,,,
Regional Transport Office,16.753434,77.1259524,police_station,,,
Bhowanipore Police Station,22.5266453,88.3459941,police_station,,,
Surathkal Police Station,12.984242,74.8023199,police_station,,,
Tirumalashettyhalli Police Station,12.987855,77.782224,police_station,,,
City Police Station,13.6370846,74.6889136,police_station,,,
